Gender,First Name (Devanagari),Middle Name (Devanagari),Last Name (Devanagari),First Name (Roman),Middle Name (Roman),Last Name (Roman),Alternative Roman Spellings
1,भरत,,मंडल,Bharat,,Mandal,"Bharat Mandal, Bharat . Mandal, Bharat Manda"
0,सम्झाम,घर्ति,रवका,Samsam,Gharti,Ravka,"Samsam G. Ravka, Samsam Ravka, Samsam Gharti Ravka"
0,मोहन,कुमारी,श्रेष्ठ,mohan,kumari,shrestha,"mohan shrestha, mohan k. shrestha, mohan sresta"
1,जगन्नाथ,,साह,Jagannath,,Shah,"Jagannath Sa, Jagannath Shah, Jagannath . Shah"
0,अन्ती,कुमारी,माझी,Anti,Kumari,Majhi,"Anti Majh, Anti K. Majhi, Anti Kumari Majhi"
0,सरिता,कुमारी,ठाकुर,Sarita,Kumari,Thakur,"S. Thakur, Sarita Thaku, Sarita Takur"
0,संतोषि,,थापा,Santoshi,,Thapa,"Santoshi  Thapa, Santoshi Tapa, Santoshi Thap"
0,तुलसी,,थापा,Tulsi,,Thapa,"Tulsi  Thapa, Tulsi . Thapa, Tulsi Thapa"
0,जमुनी,देवी,लहेरा,Jamuni,Devi,Lahera,"J. Lahera, Jamuni Laera, Jamuni Lahera"
0,रिकु,,दमाई,Riku,,Damai,"Riku  Daamaai, R. Damai, Riku Damai"
0,निना,,गुरुङ,nina,,gurung,"nina . gurung, nina gurun, nina gurung"
1,ललन,,खत्वे,Lalan,,Khatve,"Lalan Khatv, Lalan  Khaatve, L. Khatve"
1,रमेश,,विश्‍वकर्मा,Ramesh,,Vishwakarma,"Ramesh Vishwakarma, Ramesh Viswakarma, R. Vishwakarma"
0,नमी,,सुनार,Moisture,,Goldsmith,"M. Goldsmith, Moisture Goldsmith, Moisture . Goldsmith"
1,धोखे,राना,थारु,deception,rana,tharu,"deception r. tharu, deception thar, deception rana thaaru"
0,विनिता,,चेम्जोङ,Vinita,,Chemjong,"Vinita Chemjong, Vinita  Chemjong, Vinita . Chemjong"
0,जित,माया,घलान,Jit,Maya,Ghalan,"Jit Galan, Jit M. Ghalan, Jit Ghala"
1,यूवराज,,पन्त,Yuvraj,,Pant,"Yuvraj  Pant, Yuvraj  Paant, Yuvraj . Pant"
0,खलि,पुन,मगर,Khali,Pun,Magar,"Khali Pun Maagaar, Khali Maga, K. Magar"
1,अर्जुन,,कवाडी,Arjun,,Kavadi,"Arjun Kavad, Arjun . Kavadi, Arjun  Kaavaadi"
1,श्रवण,,रिषिदेव,Shravan,,Rishidev,"Shravan . Rishidev, S. Rishidev, Shravan Rishidev"
0,रञ्जना,,श्रेष्ठ,Ranjana,,Shrestha,"Ranjana . Shrestha, Ranjana Shresth, Ranjana Shrestha"
0,छत्रमाया,,श्रेष्‍ठ,chhatramaya,,best,"chhatramaya bes, chhatramaya  best, chhatramaya best"
0,तारा,देवी,पाण्‍डेय,Tara,Devi,Pandey,"Tara Devi Pandey, Tara Pande, Tara Devi Pandei"
1,चिरञ्जीवी,प्रसाद,पं‌जियार,Chiranjeevi,Prasad,Panjiyar,"C. Panjiyar, Chiranjeevi P. Panjiyar, Chiranjeevi Prasad Panjiiar"
1,पदम,बहादुर,गिरी,Padam,Bahadur,Giri,"Padam B. Giri, Padam Gir, P. Giri"
0,तेतरी,देवी,चौधरी,Tetri,Devi,Choudhary,"Tetri Devi Choudhary, Tetri D. Choudhary, Tetri Devi Choudhaary"
0,पवित्रा,भट्टराई,बस्याल,Pavitra,Bhattarai,Basyal,"Pavitra Basyal, Pavitra Bhattarai Basial, Pavitra Bhattarai Basyal"
0,जमुना,कुमारी,मगर,Jamuna,Kumari,Magar,"J. Magar, Jamuna K. Magar, Jamuna Kumari Maagaar"
1,भिम,बहादुर,चलाउने,run,bhim,bahadur,"run bahadu, run baadur, run bhim bahadur"
1,लक्षिराम,पुन,मगर,Laxmi,Ram,Magar,"Laxmi Magar, Laxmi Ram Magar, Laxmi Ram Maagaar"
1,कमल,लामा,तमाङ,Kamal,Lama,Tamang,"Kamal Tamang, Kamal Taman, K. Tamang"
1,महेश,,चौधरी,Mahesh,,Chowdhary,"Mahesh  Chowdhary, M. Chowdhary, Mahesh Chowdhary"
0,कृतिका,,श्रेष्ठ,Krithika,,Shrestha,"Krithika Shresth, Krithika  Shrestha, Krithika  Shresthaa"
0,सम्झना,,चौधरी,जिक्यान,,चौधरी,"जिक्यान  चौधरी, ज. चौधरी, जिक्यान चौधर"
0,जानुकी,,डंगोल,Januki,,Dangol,"Januki Dangol, Januki  Dangol, Januki Dango"
1,गोविन्द,,परियार,Govind,,Pariyar,"Govind . Pariyar, Govind  Pariyar, Govind Pariyar"
0,संसरिया,देवी,कोइरिन,Sansriya,Devi,Koirin,"Sansriya Koiri, Sansriya Devi Koirin, Sansriya Koirin"
0,मिङमा,ओमा,लामा,Mingma,Oma,Lama,"Mingma Lam, M. Lama, Mingma Oma Lama"
0,सिमा,,अधिकारी,border,,officer,"border  officer, border . officer, border officer"
0,पंचवती,थापा,मगर,Panchavati,Thapa,Magar,"P. Magar, Panchavati Thapa Maagaar, Panchavati Thapa Magar"
1,मान,बहादुर,लिम्वु,Maan,Bahadur,Limvu,"Maan Bahadur Limvu, M. Limvu, Maan Limv"
1,लाल,बहादुर,खत्री,Lal,Bahadur,Khatri,"Lal Khatr, Lal Bahadur Khatri, L. Khatri"
0,यास्मीन,,खातुन,yasmin,,khatun,"yasmin . khatun, yasmin  khaatun, yasmin khatu"
1,विकाश,जि,सी,Vikash,G,C,"Vikash G. C, Vikash , Vikash C"
1,देवी,लाल,गुरुङ,Devi,Lal,Gurung,"Devi L. Gurung, D. Gurung, Devi Gurung"
1,सुरुज,महतो,कहार,Suruj,Mahto,Kahar,"Suruj Kaar, S. Kahar, Suruj Mahto Kahar"
0,फुलसानी,,थिङ,Phulsani,,Thing,"Phulsani Thin, Phulsani . Thing, Phulsani Ting"
1,राजेन्द्र,,सुनार,rajendra,,goldsmith,"r. goldsmith, rajendra goldsmith, rajendra goldsmit"
0,हिरा,देवी,श्रेष्‍ठ,Hira,Devi,Best,"Hira Best, H. Best, Hira Devi Best"
1,पोहल,सिं,नेपाली,Pohal,Sin,Nepali,"Pohal Nepali, Pohal Nepal, Pohal Sin Nepaali"
0,सरिस्मा,थापा,मगर,Sarisma,Thapa,Magar,"Sarisma Thapa Magar, Sarisma Magar, Sarisma Thapa Maagaar"
1,राम,वहादुर,कार्कि,Ram,Wahadur,Karki,"Ram Wahadur Kaarki, Ram Kark, R. Karki"
0,झुमा,,वस्नेत,jhuma,,wasnet,"jhuma  waasnet, jhuma  wasnet, jhuma wasne"
0,मन,कुमारी,राई,Man,Kumari,Rai,"M. Rai, Man Kumari Rai, Man Rai"
0,सुरज,कुमारी,महतो,Suraj,Kumari,Mahato,"S. Mahato, Suraj Mahato, Suraj K. Mahato"
1,खङ्क,प्रसाद,न्यौपाने,Khank,Prasad,Nyupane,"Khank P. Nyupane, Khank Prasad Niupane, K. Nyupane"
1,रितेश,,दास,Ritesh,,Das,"Ritesh  Das, R. Das, Ritesh  Daas"
1,भरत,,पौडेल,Bharat,,Paudel,"Bharat Paude, Bharat  Paudel, Bharat . Paudel"
1,सि‌गमान,,राई,sigman,,rye,"s. rye, sigman . rye, sigman  rye"
0,कौशिल्‍ला,,कहार,Kaushila,,Kahar,"Kaushila  Kahar, Kaushila Kahar, Kaushila . Kahar"
1,सेराज,,अंसारी,Seraj,,Ansari,"Seraj Ansari, Seraj . Ansari, Seraj  Ansaari"
0,मिना,,देवी,meena,,devi,"meena . devi, m. devi, meena dev"
0,देवी,,आचार्य,Devi,,Acharya,"Devi  Acharia, Devi  Acharya, Devi . Acharya"
0,पुतली,माया,ढकाल,Putli,Maya,Dhakal,"Putli Maya Dhaakaal, P. Dhakal, Putli Maya Dhakal"
1,मो,औहिद,राइन,Mo,Ouhid,Raine,"Mo Raine, M. Raine, Mo O. Raine"
0,मिरा,कुमारी,सिंह,Mira,Kumari,Singh,"Mira Singh, Mira Sing, Mira Kumari Singh"
0,रामजि,,कामी,Ramji,,Kami,"R. Kami, Ramji  Kaami, Ramji  Kami"
0,सुनिता,,गिरी,Sunita,,Giri,"S. Giri, Sunita  Giri, Sunita Giri"
1,राधे,श्याम,कुम्हार,Radhe,Shyam,Potter,"R. Potter, Radhe Potter, Radhe Shyam Potter"
0,लक्ष्मी,,बोहरा,Laxmi,,Bohra,"Laxmi  Bohraa, Laxmi Bohra, Laxmi  Bohra"
0,वविता,कुमारी,देवी,Vavita,Kumari,Devi,"V. Devi, Vavita K. Devi, Vavita Dev"
0,राजकुमारी,देवी,राना,Princess,Devi,Rana,"Princess D. Rana, Princess Devi Rana, P. Rana"
1,किरण,,विश्वकर्मा,Kiran,,Vishwakarma,"K. Vishwakarma, Kiran  Vishwaakaarmaa, Kiran  Vishwakarma"
0,कान्छि,माया,ब्लोन,Kanchi,Maya,Bloon,"K. Bloon, Kanchi M. Bloon, Kanchi Bloon"
1,राजनारायण,,साह,Raj,Narain,Shah,"Raj N. Shah, R. Shah, Raj Narain Shaah"
0,शान्ता,,गिरी,Shanta,,Giri,"S. Giri, Shanta . Giri, Shanta  Giri"
1,राधा,कृष्ण,राजवाहक,Radha,Krishna,Rajbhavaak,"Radha Rajbhavaak, R. Rajbhavaak, Radha Rajbhavaa"
0,रिना,,कसगर,Rina,,Kasgar,"Rina  Kasgar, Rina Kasgar, Rina . Kasgar"
0,अमिरुन,निसा,फकिर,Amirun,Nissa,Fakir,"Amirun Nissa Faakir, Amirun Fakir, Amirun N. Fakir"
0,कल,माया,पुरी,maya,puri,tomorrow,"maya tomorro, m. tomorrow, maya p. tomorrow"
0,नैनसरा,देवी,भेदी,Nainsara,Devi,Piercing,"N. Piercing, Nainsara Devi Piercing, Nainsara Piercing"
1,दीपक,,सहनी,Deepak,,Sahni,"Deepak  Sahni, Deepak  Saahni, Deepak . Sahni"
0,जमुना,देवी,जोशी,jamuna,devi,joshi,"j. joshi, jamuna devi joshi, jamuna josi"
0,सुलेखा,कुमारी,यादव,Sulekha,Kumari,Yadav,"Sulekha Yada, Sulekha Kumari Yaadaav, S. Yadav"
1,टेक,बहादुर,कुमाल,Tech,Bahadur,Kumal,"Tech Bahadur Kumal, Tech Kumal, Tech B. Kumal"
0,गंगा,,गीरी,Ganga,,Giri,"G. Giri, Ganga  Giri, Ganga . Giri"
0,श्रृजना,ऐडी,(बस्नेत),Srijana,Addy,(Basnet),"Srijana (Basnet, Srijana A. (Basnet), Srijana Addy (Baasnet)"
1,सन्देश,,महर्जन,Sandesh,,Maharjan,"Sandesh Maarjan, Sandesh Maharjan, Sandesh  Maahaarjaan"
0,लक्ष्मी,देवी,धामी,Laxmi,Devi,Dhami,"Laxmi Devi Dhami, Laxmi Dham, Laxmi Devi Dhaami"
1,कृष्‍ण,बहादुर,थापा,Krishna,Bahadur,Thapa,"Krishna Bahadur Thapa, Krishna Thap, Krishna Thapa"
1,निरज,,वि.सी,Niraj,,V.C,"N. V.C, Niraj . V.C, Niraj  V.C"
0,देवी,कुमारी,चौधरी,Devi,Kumari,Choudhary,"Devi Coudary, Devi Choudhary, Devi Kumari Choudhari"
0,श्रीमती,फुलमती,चमैन,Mrs.,Fulmati,Chaman,"Mrs. Chama, M. Chaman, Mrs. F. Chaman"
1,डुको,,लामा,Duco,,Lama,"D. Lama, Duco . Lama, Duco  Lama"
0,कुमारी,,लामा,Kumari,,Lama,"Kumari Lam, Kumari  Laamaa, Kumari Lama"
0,उमा,देवी,मगर,Uma,Devi,Magar,"Uma Devi Maagaar, Uma Magar, Uma Devi Magar"
1,दिपक,कुमार,मंडल,Deepak,Kumar,Mandal,"D. Mandal, Deepak Kumar Maandaal, Deepak Kumar Mandal"
0,मन,कुमारी,बुढा,mind,virgin,old,"mind old, mind ol, m. old"
1,रामा,महरा,चमार,Rama,Mahara,Chamar,"Rama Camar, Rama Chamar, R. Chamar"
0,मैना,,तामाङ्ग,maina,,tamang,"maina tamang, maina  taamaang, maina . tamang"
1,रमेश,कुमार,झा,Ramesh,Kumar,Jha,"Ramesh Ja, Ramesh Kumar Jha, Ramesh K. Jha"
1,अशोक,सिह,साउन,Ashok,Singh,Saun,"Ashok Sau, Ashok S. Saun, A. Saun"
0,पुजा,कुमारी,सरदार,pooja,kumari,sardar,"pooja sardar, p. sardar, pooja sarda"
0,यम,कुमारी,दरै,Yam,Kumari,Darai,"Yam Kumari Daaraai, Yam Dara, Yam K. Darai"
0,नन्दादेवी,,ढकाल,Nanda,Devi,Dhakal,"Nanda D. Dhakal, Nanda Dhaka, Nanda Dhakal"
1,मञ्जित,,गुरुङ,Manjit,,Gurung,"Manjit  Gurung, Manjit Gurung, Manjit . Gurung"
0,आस्था,,पौडेल,Aastha,,Paudel,"Aastha  Paudel, Aastha Paudel, Aastha Paude"
1,राजेन्‍द्र,,बर्तौला,Rajendra,,Bartola,"Rajendra  Baartolaa, R. Bartola, Rajendra Bartola"
0,बेल,,कामी,Bell,,Kami,"B. Kami, Bell  Kami, Bell  Kaami"
0,हरि,माया,गुरुङ,Hari,Maya,Gurug,"Hari Gurug, Hari Maya Gurug, Hari Guru"
0,एलीना,,देवान,alina,,devan,"alina . devan, alina devan, alina deva"
0,पविता,,कुमाल,Pavitha,,Kumal,"Pavitha  Kumaal, Pavitha . Kumal, Pavitha  Kumal"
0,सावाना,,खातुन,Sawana,,Khatun,"S. Khatun, Sawana Khatun, Sawana Khatu"
0,मिनु,,राई,Minu,,Rai,"Minu  Rai, Minu Rai, M. Rai"
0,कान्छी,,लमिनी,glassy,,lamina,"glassy lamina, g. lamina, glassy  lamina"
1,क्षेत्र,बहादुर,खत्री,Area,Bahadur,Khatri,"Area Khatri, Area Bahadur Khaatri, Area Katri"
1,राम,प्रसाद,साह,Ram,Prasad,Shah,"Ram Shah, Ram Sa, Ram Sha"
1,किरण,,शर्मा,Kiran,,Sharma,"Kiran  Shaarmaa, K. Sharma, Kiran Sharm"
1,संजय,कुमार,सिंह,Sanjay,Kumar,Singh,"Sanjay K. Singh, S. Singh, Sanjay Singh"
1,ब्यासमुनी,,बहेलिया,Beasmuni,,Fowler,"B. Fowler, Beasmuni . Fowler, Beasmuni Fowle"
0,रन्जना,,थापा,Ranjana,,Thapa,"Ranjana  Thapa, Ranjana Tapa, R. Thapa"
0,रिना,,लोनिया,Rina,,Lonia,"Rina  Lonia, Rina  Loniaa, Rina Lonia"
1,सुख,लाल,सरदार,Sukh,Lal,Sardar,"Sukh Sarda, S. Sardar, Sukh Sardar"
1,सोम,,सोरेन,Som,,Soren,"Som . Soren, Som Sore, S. Soren"
1,अशोक,कुमार,कानु,Ashok,Kumar,Kanu,"Ashok Kumar Kaanu, Ashok K. Kanu, Ashok Kumar Kanu"
0,चन्दो,कुमारी,मण्डल,Chando,Kumari,Mandal,"Chando Kumari Maandaal, Chando K. Mandal, C. Mandal"
0,शान्ता,थापा,सिलवाल,Shanta,Thapa,Silwal,"Shanta Thapa Silwal, Shanta Silwal, S. Silwal"
0,लाल,कुमारी,बुढाथोकी,Lal,Kumari,Budhathoki,"Lal Budhathoki, Lal K. Budhathoki, Lal Budatoki"
1,पूर्ण,वहादुर,वुलुन,full,brave,woolun,"full b. woolun, full woolun, full woolu"
1,धन,बहादुर,सार्की,Dhan,Bahadur,Sarki,"D. Sarki, Dhan B. Sarki, Dhan Sarki"
0,रिना,अधिकारी,भट्ट,Reena,Adhikari,Bhatt,"Reena Bhat, Reena Adhikari Bhatt, Reena Batt"
0,तारा,,श्रेष्‍ठ,Tara,,Shrestha,"Tara  Shresthaa, T. Shrestha, Tara Shrestha"
0,झिन्की,,चाई,Jhinki,,Chai,"Jhinki Cha, Jhinki Cai, Jhinki  Chai"
0,ताल,माया,थापा,Rhythm,Maya,Thapa,"Rhythm Tapa, R. Thapa, Rhythm Maya Thapa"
1,शिव,शंकर,पासमान,Shiv,Shankar,Pasman,"S. Pasman, Shiv Pasma, Shiv S. Pasman"
1,धनबिरे,,दमाई,Dhanbire,,Damai,"Dhanbire Damai, Dhanbire Dama, D. Damai"
1,डण्ड,प्रसाद,ढकाल,Dand,Prasad,Dhakal,"Dand Prasad Dhaakaal, Dand Dhaka, Dand P. Dhakal"
0,दुर्गा,देवी,चौधरी,Durga,Devi,Choudhary,"Durga Coudary, D. Choudhary, Durga Devi Choudhary"
1,नर,बहादुर,श्रेष्ठ,brave,man,best,"brave bes, brave best, b. best"
1,राम,,परियार,Ram,,Parihar,"R. Parihar, Ram . Parihar, Ram  Parihar"
1,अनिल,कुमार,सिंह,Anil,Kumar,Singh,"Anil Singh, Anil Kumar Singh, Anil Sing"
1,राजमान,,तामाङ,Rajman,,Tamang,"Rajman Tamang, Rajman  Taamaang, Rajman Taman"
1,उत्तर,कुमार,तमाङ्ग,Uttar,Kumar,Tamang,"Uttar Taman, Uttar Tamang, Uttar Kumar Tamang"
0,अम्‍विका,खाँण,ठकुरी,Amvika,Khan,Thakuri,"Amvika Takuri, Amvika Thakur, Amvika Thakuri"
0,ईन्द्रकला,,कोइराला,Indrakala,,Koirala,"I. Koirala, Indrakala . Koirala, Indrakala  Koirala"
1,निश्चल,,पोखरेल,Nischal,,Pokhrel,"Nischal Pokhrel, Nischal  Pokhrel, N. Pokhrel"
0,लिला,देवी,महतो,Leela,Devi,Mahato,"L. Mahato, Leela Devi Mahato, Leela Mahat"
0,अनिता,,चौधरी,Anita,,Choudhary,"Anita . Choudhary, Anita  Choudhari, A. Choudhary"
1,असक,लाल,राजवंशी,Ask,Lal,Rajvanshi,"Ask Rajvanshi, Ask Lal Rajvanshi, Ask Rajvansi"
1,दर्गा,दत्त,जैसी,as,Durga,Bhatt,"as Batt, as Durga Bhatt, as Bhat"
0,मनि,कर्ण,भरताल,Mani,Karna,Bhartal,"Mani Bhartal, Mani Karna Bhaartaal, Mani Bartal"
1,चतुरे,,तामाङ,clever,,tamaang,"clever tamaan, clever  taamaaaang, c. tamaang"
1,बसन्त,,आचार्य,Basant,,Acharya,"Basant . Acharya, Basant  Acharia, Basant  Achaaryaa"
0,कोशिला,,कुमारी,koshila,,kumari,"koshila  kumari, koshila . kumari, koshila  kumaari"
0,रमिला,,मगर,Ramila,,Magar,"Ramila  Magar, Ramila . Magar, Ramila Magar"
0,गंगा,माया,लामा,Ganga,Maya,Lama,"Ganga Maya Laamaa, G. Lama, Ganga M. Lama"
1,दुर्ग,बहादुर,जी.सी,Durg,Bahadur,G.C,"Durg B. G.C, D. G.C, Durg G."
0,जुना,कुमारी,तिवारी,Juna,Kumari,Tiwari,"Juna Tiwar, Juna K. Tiwari, Juna Kumari Tiwari"
1,दुत,राज,तमाङ,Dut,Raj,Tamang,"D. Tamang, Dut Tamang, Dut Raj Taamaang"
1,मुकेश,,सहनी,mukesh,,sahani,"mukesh . sahani, mukesh sahani, mukesh sahan"
0,फुलझारी,,यादव,Fuljhari,,Yadav,"Fuljhari  Yaadaav, Fuljhari  Yadav, Fuljhari Yadav"
1,संजय,,सुतिहार,Sanjay,,Sutihar,"Sanjay Sutiha, Sanjay . Sutihar, Sanjay  Sutihar"
1,चौठी,,रिषिदेव,Fourth,,Rishidev,"Fourth . Rishidev, Fourth Rishide, Fourth  Rishidev"
1,इन्द्र,नारायण,केरुङ्ग,Indra,Narayan,Kerung,"Indra Narayan Kerung, Indra Kerung, Indra Kerun"
0,पार्वता,,श्रेष्ठ,Parvata,,Shrestha,"Parvata Shrestha, Parvata . Shrestha, Parvata  Shresthaa"
0,श्रृजना,,चम्लागाई,Srijana,,Chamlagai,"Srijana  Chamlagai, Srijana . Chamlagai, S. Chamlagai"
0,सन्जु,,कुशवाहा,Sanju,,Kushwaha,"Sanju  Kushwaha, Sanju Kushwah, Sanju . Kushwaha"
1,सुरज,,बोगटी,Suraj,,Bogati,"Suraj  Bogati, Suraj Bogati, Suraj  Bogaati"
1,भागिरथ,,अहिर,Bhagirath,,Ahir,"Bhagirath Ahi, Bhagirath . Ahir, Bhagirath Ahir"
0,सितला,,कामी,Sitla,,Kami,"Sitla  Kami, Sitla . Kami, S. Kami"
1,राम,सुरत,पंडीत,Ram,Surat,Pandit,"Ram Pandi, Ram Surat Paandit, Ram S. Pandit"
0,ईन्दिरा,देवी,यादव,Indira,Devi,Yadav,"I. Yadav, Indira Yada, Indira Yadav"
0,हेमा,देवी,बुढामगर,Hema,Devi,Budhamgar,"Hema Devi Budhaamgaar, H. Budhamgar, Hema Devi Budhamgar"
0,सिमा,,थारु,Sima,,Tharu,"Sima Thar, Sima  Thaaru, Sima . Tharu"
0,कल्पना,खाँड,ठकुरी,Kalpana,Khand,Thakuri,"Kalpana Khand Thakuri, Kalpana Thakur, K. Thakuri"
0,सिता,कुमारी,क,Sita,Kumari,Vikas,"Sita K. Vikas, Sita Kumari Vikaas, Sita Vikas"
1,राजेश,,बोगटी,Rajesh,,Bogti,"Rajesh . Bogti, R. Bogti, Rajesh Bogti"
0,पवित्रा,,जैसी,like,,holy,"like holy, like . holy, like  holi"
0,दिल,कुमारी,प्रजापति,dil,kumari,prajapati,"dil kumari praajaapaati, d. prajapati, dil k. prajapati"
0,टोपसरा,चन्द,ठकुरी,Topasara,Chand,Thakuri,"Topasara Takuri, Topasara Thakur, Topasara Chand Thaakuri"
0,सेती,कुमारी,खत्री,Seti,Kumari,Khatri,"Seti Khatri, Seti Khatr, Seti Kumari Khatri"
1,बल,बहादुर,भुजेल,Bal,Bahadur,Bhujel,"B. Bhujel, Bal Bhujel, Bal Bujel"
0,बिजुल,बति,देवी,Bijul,Bati,Devi,"Bijul Bati Devi, Bijul B. Devi, B. Devi"
0,लक्ष्मी,,भण्डारी,Lakshmi,,Bhandari,"Lakshmi Bhandar, Lakshmi Bhandari, Lakshmi . Bhandari"
0,कल,कुमारी,बान्तवा,tomorrow,kumari,bantwa,"tomorrow kumari baantwaa, tomorrow bantw, tomorrow kumari bantwa"
0,यसोदा,कुमारी,बराल,Yasoda,Kumari,Baral,"Yasoda Baral, Yasoda Bara, Yasoda Kumari Baral"
0,निर्मला,,पाण्डे,Nirmala,,Pandey,"Nirmala  Paandey, N. Pandey, Nirmala  Pandey"
0,रोस्ना,,पोख्रेल,Rosna,,Pokhrel,"Rosna Pokhrel, R. Pokhrel, Rosna Pokhre"
1,मन्दा,सिं,मुक्तान,Manda,Sin,Muktan,"Manda Sin Muktaan, Manda Sin Muktan, Manda S. Muktan"
